Row;s_level_name;e_full_name;e_INN_code;s_sec_type_name_dop;s_sec_form_name_full;s_RTS_code;s_ISIN_code;si_gos_reg_num;si_gos_reg_date;s_face_value;s_face_value_currency;s_quot_list_in_date;s_segment;s_date_defolt;s_date_technic_defolt
326;Некотировальная часть Списка;Coupang, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;CPNG;US22266T1097;;;0,000100000000000000;USD;30.04.2021 0:00:00;;;
327;Некотировальная часть Списка;Deutsche Bank Trust Company Americas;;Депозитарные расписки;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций класса A  Li Auto Inc.;LI;US50202M1027;;;;;30.04.2021 0:00:00;;;
328;Некотировальная часть Списка;FTC Solar, Inc.;;Акции;Акции иностранного эмитента обыкновенные;FTCI;US30320C1036;;;0,000100000000000000;USD;28.04.2021 0:00:00;;;
329;Некотировальная часть Списка;Marvell Technology, Inc.;;Акции;Акции иностранного эмитента обыкновенные;MRVL;US5738741041;;;0,002000000000000000;USD;26.04.2021 0:00:00;;;
330;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  ПАО "Северсталь";SVST@GS;US8181503025;;;;;21.04.2021 0:00:00;;;
331;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  JSC "NAC "Kazatomprom";KAP@GS;US63253R2013;;;;;21.04.2021 0:00:00;;;
332;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  ПАО "Полюс";PLZL@GS;US73181M1172;;;;;21.04.2021 0:00:00;;;
333;Некотировальная часть Списка;Deutsche Bank Trust Company Americas;;Депозитарные расписки;Депозитарные расписки Deutsche Bank Trust Company Americas, удостоверяющие права в отношении обыкновенных акций  ПАО "НЛМК";NLMK@GS;US67011E2046;;;;;21.04.2021 0:00:00;;;
334;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  VK Company Limited;VKCO@GS;US5603172082;;;;;21.04.2021 0:00:00;;;
335;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  ПАО «НОВАТЭК»;NVTK@GS;US6698881090;;;;;21.04.2021 0:00:00;;;
336;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  ПАО "ЛУКОЙЛ";LKOD@GS;US69343P1057;;;;;21.04.2021 0:00:00;;;
337;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  Globaltrans Investment PLC;GLTR@GS;US37949E2046;;;;;21.04.2021 0:00:00;;;
338;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  ПАО "Газпром";OGZD@GS;US3682872078;;;;;21.04.2021 0:00:00;;;
339;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  X5 Retail Group N.V.;FIVE@GS;US98387E2054;;;;;21.04.2021 0:00:00;;;
340;Некотировальная часть Списка;JPMorgan Chase Bank, N.A.;;Депозитарные расписки;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций  ПАО «Магнит»;MGNT@GS;US55953Q2021;;;;;21.04.2021 0:00:00;;;
341;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  ПАО "ФосАгро";PHOR@GS;US71922G2093;;;;;21.04.2021 0:00:00;;;
342;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  ПАО АФК "Система";SSA@GS;US48122U2042;;;;;21.04.2021 0:00:00;;;
343;Некотировальная часть Списка;Публичное акционерное общество "МЕТКОМБАНК";6612010782;Акции;Акции обыкновенные;MTKB;RU000A0JRAK8;10102443B;21.03.2002 0:00:00;1000,000000000000000000;RUB;16.04.2021 0:00:00;;;
344;Некотировальная часть Списка;Coinbase Global, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;COIN;US19260Q1076;;;0,000010000000000000;USD;12.04.2021 0:00:00;;;
345;Некотировальная часть Списка;Публичное акционерное общество "Северсталь";3528000597;Акции;Акции обыкновенные;CHMF;RU0009046510;1-02-00143-A;30.11.2004 0:00:00;0,010000000000000000;RUB;18.03.2021 0:00:00;;;
346;Некотировальная часть Списка;Публичное акционерное общество "Газпром нефть";5504036333;Акции;Акции обыкновенные;SIBN;RU0009062467;1-01-00146-A;17.10.1995 0:00:00;0,001600000000000000;RUB;18.03.2021 0:00:00;;;
347;Некотировальная часть Списка;Акционерная компания "АЛРОСА" (публичное акционерное общество);1433000147;Акции;Акции обыкновенные;ALRS;RU0007252813;1-03-40046-N;25.08.2011 0:00:00;0,500000000000000000;RUB;18.03.2021 0:00:00;;;
348;Некотировальная часть Списка;публичное акционерное общество "Татнефть" имени В.Д. Шашина;1644003838;Акции;Акции обыкновенные;TATN;RU0009033591;1-03-00161-A;26.10.2001 0:00:00;1,000000000000000000;RUB;18.03.2021 0:00:00;;;
349;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  Fix Price Group Ltd;FIXP;US33835G2057;;;;;10.03.2021 0:00:00;;;
350;Некотировальная часть Списка;APA Corporation;;Акции;Акции иностранного эмитента обыкновенные;APA;US03743Q1085;;;0,625000000000000000;USD;08.03.2021 0:00:00;;;
351;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  Toyota Motor Corporation;TM;US8923313071;;;;;25.02.2021 0:00:00;;;
352;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  Sony Group Corporation;SONY;US8356993076;;;;;25.02.2021 0:00:00;;;
353;Некотировальная часть Списка;Cognyte Software Ltd.;;Акции;Акции иностранного эмитента обыкновенные;CGNT;IL0011691438;;;;;04.02.2021 0:00:00;;;
354;Некотировальная часть Списка;ContextLogic Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;WISH;US21077C1071;;;0,000100000000000000;USD;31.12.2020 0:00:00;;;
355;Некотировальная часть Списка;DoorDash, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;DASH;US25809K1051;;;0,000010000000000000;USD;31.12.2020 0:00:00;;;
356;Некотировальная часть Списка;Apartment Income REIT Corp.;;Акции;Акции иностранного инвестиционного фонда класса A;AIRC;US03750L1098;;;0,010000000000000000;USD;25.12.2020 0:00:00;;;
357;Некотировальная часть Списка;Liberty Broadband Corporation;;Акции;Акции иностранного эмитента обыкновенные серии C;LBRDK;US5303073051;;;0,010000000000000000;USD;22.12.2020 0:00:00;;;
358;Некотировальная часть Списка;MGM Resorts International;;Акции;Акции иностранного эмитента обыкновенные;MGM;US5529531015;;;0,010000000000000000;USD;11.12.2020 0:00:00;;;
359;Некотировальная часть Списка;Palantir Technologies Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;PLTR;US69608A1088;;;0,001000000000000000;USD;11.12.2020 0:00:00;;;
360;Некотировальная часть Списка;Blackstone Inc.;;Акции;Акции иностранного эмитента обыкновенные;BX;US09260D1072;;;0,000010000000000000;USD;11.12.2020 0:00:00;;;
361;Некотировальная часть Списка;Airbnb, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;ABNB;US0090661010;;;0,000100000000000000;USD;09.12.2020 0:00:00;;;
362;Некотировальная часть Списка;Concentrix Corporation;;Акции;Акции иностранного эмитента обыкновенные;CNXC;US20602D1019;;;0,000100000000000000;USD;02.12.2020 0:00:00;;;
363;Некотировальная часть Списка;Apartment Investment & Management Company;;Акции;Акции иностранного эмитента обыкновенные класса A;AIV;US03748R7474;;;0,010000000000000000;USD;02.12.2020 0:00:00;;;
364;Некотировальная часть Списка;The Aaron’s Company, Inc.;;Акции;Акции иностранного эмитента обыкновенные;AAN;US00258W1080;;;0,500000000000000000;USD;02.12.2020 0:00:00;;;
365;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  Ozon Holdings PLC;OZON;US69269L1044;;;;;24.11.2020 0:00:00;;;
366;Некотировальная часть Списка;Viatris Inc.;;Акции;Акции иностранного эмитента обыкновенные;VTRS;US92556V1061;;;0,010000000000000000;USD;18.11.2020 0:00:00;;;
367;Некотировальная часть Списка;PROG Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;PRG;US74319R1014;;;0,500000000000000000;USD;22.10.2020 0:00:00;;;
368;Некотировальная часть Списка;Vontier Corporation;;Акции;Акции иностранного эмитента обыкновенные;VNT;US9288811014;;;0,000100000000000000;USD;12.10.2020 0:00:00;;;
369;Некотировальная часть Списка;American Outdoor Brands, Inc.;;Акции;Акции иностранного эмитента обыкновенные;AOUT;US02875D1090;;;0,001000000000000000;USD;26.08.2020 0:00:00;;;
370;Некотировальная часть Списка;Общество с ограниченной ответственностью "Управляющая компания "Восток-Запад";6454074653;Инвестиционные паи;Инвестиционные паи интервального паевого инвестиционного фонда рыночных финансовых инструментов "Индустрии будущего";GROWS;RU000A100S25;3802;06.08.2019 0:00:00;;;21.08.2020 0:00:00;;;
371;Некотировальная часть Списка;Общество с ограниченной ответственностью "Управляющая компания "Восток-Запад";6454074653;Инвестиционные паи;Инвестиционные паи закрытого паевого инвестиционного фонда рыночных финансовых инструментов "Фонд первичных размещений";FIPO;RU000A101NK4;3964;05.02.2020 0:00:00;;;21.08.2020 0:00:00;;;
372;Некотировальная часть Списка;METRO AG;;Акции;Акции иностранного эмитента привилегированные;B4B3@DE;DE000BFB0027;;;;;27.07.2020 0:00:00;;;
373;Некотировальная часть Списка;Henkel AG & Co. KGaA;;Акции;Акции иностранного эмитента привилегированные;HEN3@DE;DE0006048432;;;;;27.07.2020 0:00:00;;;
374;Некотировальная часть Списка;Bayerische Motoren Werke Aktiengesellschaft;;Акции;Акции иностранного эмитента привилегированные;BMW3@DE;DE0005190037;;;1,000000000000000000;EUR;27.07.2020 0:00:00;;;
375;Некотировальная часть Списка;VOLKSWAGEN AKTIENGESELLSCHAFT;;Акции;Акции иностранного эмитента привилегированные;VOW3@DE;DE0007664039;;;;;27.07.2020 0:00:00;;;
376;Некотировальная часть Списка;Deutsche Wohnen SE;;Акции;Акции иностранного эмитента обыкновенные;DWNI@DE;DE000A0HN5C6;;;;;20.07.2020 0:00:00;;;
377;Некотировальная часть Списка;Deutsche Lufthansa Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;LHA@DE;DE0008232125;;;;;20.07.2020 0:00:00;;;
378;Некотировальная часть Списка;METRO AG;;Акции;Акции иностранного эмитента обыкновенные;B4B@DE;DE000BFB0019;;;;;20.07.2020 0:00:00;;;
379;Некотировальная часть Списка;VARTA Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;VAR1@DE;DE000A0TGJ55;;;;;20.07.2020 0:00:00;;;
380;Некотировальная часть Списка;MERCK Kommanditgesellschaft auf Aktien;;Акции;Акции иностранного эмитента обыкновенные;MRK@DE;DE0006599905;;;;;20.07.2020 0:00:00;;;
381;Некотировальная часть Списка;InVision Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;IVX@DE;DE0005859698;;;;;20.07.2020 0:00:00;;;
382;Некотировальная часть Списка;Bayer Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;BAYN@DE;DE000BAY0017;;;;;20.07.2020 0:00:00;;;
383;Некотировальная часть Списка;Munchener Ruckversicherungs-Gesellschaft Aktiengesellschaft in Munchen;;Акции;Акции иностранного эмитента обыкновенные;MUV2@DE;DE0008430026;;;;;20.07.2020 0:00:00;;;
384;Некотировальная часть Списка;Borussia Dortmund GmbH & Co. Kommanditgesellschaft auf Aktien;;Акции;Акции иностранного эмитента обыкновенные;BVB@DE;DE0005493092;;;;;20.07.2020 0:00:00;;;
385;Некотировальная часть Списка;Carl Zeiss Meditec AG;;Акции;Акции иностранного эмитента обыкновенные;AFX@DE;DE0005313704;;;;;20.07.2020 0:00:00;;;
386;Некотировальная часть Списка;Covestro AG;;Акции;Акции иностранного эмитента обыкновенные;1COV@DE;DE0006062144;;;;;20.07.2020 0:00:00;;;
387;Некотировальная часть Списка;Rheinmetall Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;RHM@DE;DE0007030009;;;;;20.07.2020 0:00:00;;;
388;Некотировальная часть Списка;Henkel AG & Co. KGaA;;Акции;Акции иностранного эмитента обыкновенные;HEN@DE;DE0006048408;;;;;20.07.2020 0:00:00;;;
389;Некотировальная часть Списка;Fresenius Medical Care AG & Co. KGaA;;Акции;Акции иностранного эмитента обыкновенные;FME@DE;DE0005785802;;;;;20.07.2020 0:00:00;;;
390;Некотировальная часть Списка;MorphoSys AG;;Акции;Акции иностранного эмитента обыкновенные;MOR@DE;DE0006632003;;;;;20.07.2020 0:00:00;;;
391;Некотировальная часть Списка;Fielmann Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;FIE@DE;DE0005772206;;;;;20.07.2020 0:00:00;;;
392;Некотировальная часть Списка;Puma SE;;Акции;Акции иностранного эмитента обыкновенные;PUM@DE;DE0006969603;;;;;20.07.2020 0:00:00;;;
393;Некотировальная часть Списка;KUKA Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;KU2@DE;DE0006204407;;;;;20.07.2020 0:00:00;;;
394;Некотировальная часть Списка;Siemens Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;SIE@DE;DE0007236101;;;;;20.07.2020 0:00:00;;;
395;Некотировальная часть Списка;Delivery Hero SE;;Акции;Акции иностранного эмитента обыкновенные;DHER@DE;DE000A2E4K43;;;;;20.07.2020 0:00:00;;;
396;Некотировальная часть Списка;MTU Aero Engines AG;;Акции;Акции иностранного эмитента обыкновенные;MTX@DE;DE000A0D9PT0;;;;;20.07.2020 0:00:00;;;
397;Некотировальная часть Списка;VOLKSWAGEN AKTIENGESELLSCHAFT;;Акции;Акции иностранного эмитента обыкновенные;VOW@DE;DE0007664005;;;;;20.07.2020 0:00:00;;;
398;Некотировальная часть Списка;Infineon Technologies AG;;Акции;Акции иностранного эмитента обыкновенные;IFX@DE;DE0006231004;;;;;20.07.2020 0:00:00;;;
399;Некотировальная часть Списка;Hapag-Lloyd Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;HLAG@DE;DE000HLAG475;;;;;20.07.2020 0:00:00;;;
400;Некотировальная часть Списка;Deutsche Telekom AG;;Акции;Акции иностранного эмитента обыкновенные;DTE@DE;DE0005557508;;;;;20.07.2020 0:00:00;;;
401;Некотировальная часть Списка;HUGO BOSS AG;;Акции;Акции иностранного эмитента обыкновенные;BOSS@DE;DE000A1PHFF7;;;;;20.07.2020 0:00:00;;;
402;Некотировальная часть Списка;HeidelbergCement AG;;Акции;Акции иностранного эмитента обыкновенные;HEI@DE;DE0006047004;;;;;20.07.2020 0:00:00;;;
403;Некотировальная часть Списка;adidas AG;;Акции;Акции иностранного эмитента обыкновенные;ADS@DE;DE000A1EWWW0;;;;;20.07.2020 0:00:00;;;
404;Некотировальная часть Списка;Evotec SE;;Акции;Акции иностранного эмитента обыкновенные;EVT@DE;DE0005664809;;;;;20.07.2020 0:00:00;;;
405;Некотировальная часть Списка;Mercedes-Benz Group AG;;Акции;Акции иностранного эмитента обыкновенные;MBG@DE;DE0007100000;;;;;20.07.2020 0:00:00;;;
406;Некотировальная часть Списка;Deutsche Boerse Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;DB1@DE;DE0005810055;;;;;20.07.2020 0:00:00;;;
407;Некотировальная часть Списка;Vonovia SE;;Акции;Акции иностранного эмитента обыкновенные;VNA@DE;DE000A1ML7J1;;;;;20.07.2020 0:00:00;;;
408;Некотировальная часть Списка;Suedzucker AG;;Акции;Акции иностранного эмитента обыкновенные;SZU@DE;DE0007297004;;;;;20.07.2020 0:00:00;;;
409;Некотировальная часть Списка;BASF SE;;Акции;Акции иностранного эмитента обыкновенные;BAS@DE;DE000BASF111;;;;;20.07.2020 0:00:00;;;
410;Некотировальная часть Списка;Bilfinger SE;;Акции;Акции иностранного эмитента обыкновенные;GBF@DE;DE0005909006;;;;;20.07.2020 0:00:00;;;
411;Некотировальная часть Списка;ProSiebenSat.1 Media SE;;Акции;Акции иностранного эмитента обыкновенные;PSM@DE;DE000PSM7770;;;;;20.07.2020 0:00:00;;;
412;Некотировальная часть Списка;Talanx Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;TLX@DE;DE000TLX1005;;;;;20.07.2020 0:00:00;;;
413;Некотировальная часть Списка;Siemens Healthineers AG;;Акции;Акции иностранного эмитента обыкновенные;SHL@DE;DE000SHL1006;;;;;20.07.2020 0:00:00;;;
414;Некотировальная часть Списка;Deutsche Post AG;;Акции;Акции иностранного эмитента обыкновенные;DPW@DE;DE0005552004;;;;;20.07.2020 0:00:00;;;
415;Некотировальная часть Списка;RWE Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;RWE@DE;DE0007037129;;;;;20.07.2020 0:00:00;;;
416;Некотировальная часть Списка;HOCHTIEF Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;HOT@DE;DE0006070006;;;;;20.07.2020 0:00:00;;;
417;Некотировальная часть Списка;Allianz SE;;Акции;Акции иностранного эмитента обыкновенные;ALV@DE;DE0008404005;;;;;20.07.2020 0:00:00;;;
418;Некотировальная часть Списка;Continental Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;CON@DE;DE0005439004;;;;;20.07.2020 0:00:00;;;
419;Некотировальная часть Списка;E.ON SE;;Акции;Акции иностранного эмитента обыкновенные;EOAN@DE;DE000ENAG999;;;;;20.07.2020 0:00:00;;;
420;Некотировальная часть Списка;Fresenius SE & Co. KGaA;;Акции;Акции иностранного эмитента обыкновенные;FRE@DE;DE0005785604;;;;;20.07.2020 0:00:00;;;
421;Некотировальная часть Списка;United Internet AG;;Акции;Акции иностранного эмитента обыкновенные;UTDI@DE;DE0005089031;;;;;20.07.2020 0:00:00;;;
422;Некотировальная часть Списка;Evonik Industries AG;;Акции;Акции иностранного эмитента обыкновенные;EVK@DE;DE000EVNK013;;;;;20.07.2020 0:00:00;;;
423;Некотировальная часть Списка;Uniper SE;;Акции;Акции иностранного эмитента обыкновенные;UN01@DE;DE000UNSE018;;;;;20.07.2020 0:00:00;;;
424;Некотировальная часть Списка;Deutsche Bank Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;DBK@DE;DE0005140008;;;;;20.07.2020 0:00:00;;;
425;Некотировальная часть Списка;thyssenkrupp AG;;Акции;Акции иностранного эмитента обыкновенные;TKA@DE;DE0007500001;;;;;20.07.2020 0:00:00;;;
426;Некотировальная часть Списка;Beiersdorf Aktiengesellschaft;;Акции;Акции иностранного эмитента обыкновенные;BEI@DE;DE0005200000;;;;;20.07.2020 0:00:00;;;
427;Некотировальная часть Списка;Villeroy & Boch Aktiengesellschaft;;Акции;Акции иностранного эмитента привилегированные;VIB3@DE;DE0007657231;;;;;20.07.2020 0:00:00;;;
428;Некотировальная часть Списка;Model N, Inc.;;Акции;Акции иностранного эмитента обыкновенные;MODN;US6075251024;;;0,000150000000000000;USD;16.07.2020 0:00:00;;;
429;Некотировальная часть Списка;BankUnited, Inc.;;Акции;Акции иностранного эмитента обыкновенные;BKU;US06652K1034;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
430;Некотировальная часть Списка;Stewart Information Services Corporation;;Акции;Акции иностранного эмитента обыкновенные;STC;US8603721015;;;1,000000000000000000;USD;16.07.2020 0:00:00;;;
431;Некотировальная часть Списка;Arcutis Biotherapeutics, Inc.;;Акции;Акции иностранного эмитента обыкновенные;ARQT;US03969K1088;;;0,000100000000000000;USD;16.07.2020 0:00:00;;;
432;Некотировальная часть Списка;HomeStreet, Inc.;;Акции;Акции иностранного эмитента обыкновенные;HMST;US43785V1026;;;;;16.07.2020 0:00:00;;;
433;Некотировальная часть Списка;Sonic Automotive, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;SAH;US83545G1022;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
434;Некотировальная часть Списка;S&T Bancorp, Inc.;;Акции;Акции иностранного эмитента обыкновенные;STBA;US7838591011;;;2,500000000000000000;USD;16.07.2020 0:00:00;;;
435;Некотировальная часть Списка;Arcus Biosciences, Inc.;;Акции;Акции иностранного эмитента обыкновенные;RCUS;US03969F1093;;;0,000100000000000000;USD;16.07.2020 0:00:00;;;
436;Некотировальная часть Списка;Hannon Armstrong Sustainable Infrastructure Capital, Inc.;;Акции;Акции иностранного эмитента обыкновенные;HASI;US41068X1000;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
437;Некотировальная часть Списка;WW International, Inc.;;Акции;Акции иностранного эмитента обыкновенные;WW;US98262P1012;;;;;16.07.2020 0:00:00;;;
438;Некотировальная часть Списка;Brinker International, Inc.;;Акции;Акции иностранного эмитента обыкновенные;EAT;US1096411004;;;0,100000000000000000;USD;16.07.2020 0:00:00;;;
439;Некотировальная часть Списка;Bloomin' Brands, Inc.;;Акции;Акции иностранного эмитента обыкновенные;BLMN;US0942351083;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
440;Некотировальная часть Списка;Health Catalyst, Inc.;;Акции;Акции иностранного эмитента обыкновенные;HCAT;US42225T1079;;;0,001000000000000000;USD;16.07.2020 0:00:00;;;
441;Некотировальная часть Списка;Air Transport Services Group, Inc.;;Акции;Акции иностранного эмитента обыкновенные;ATSG;US00922R1059;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
442;Некотировальная часть Списка;Washington Federal, Inc.;;Акции;Акции иностранного эмитента обыкновенные;WAFD;US9388241096;;;1,000000000000000000;USD;16.07.2020 0:00:00;;;
443;Некотировальная часть Списка;TTEC Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;TTEC;US89854H1023;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
444;Некотировальная часть Списка;Core Laboratories N.V.;;Акции;Акции иностранного эмитента обыкновенные;CLB;NL0000200384;;;0,020000000000000000;EUR;16.07.2020 0:00:00;;;
445;Некотировальная часть Списка;DMC Global Inc.;;Акции;Акции иностранного эмитента обыкновенные;BOOM;US23291C1036;;;0,050000000000000000;USD;16.07.2020 0:00:00;;;
446;Некотировальная часть Списка;Universal Electronics Inc.;;Акции;Акции иностранного эмитента обыкновенные;UEIC;US9134831034;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
447;Некотировальная часть Списка;Iridium Communications Inc.;;Акции;Акции иностранного эмитента обыкновенные;IRDM;US46269C1027;;;0,001000000000000000;USD;16.07.2020 0:00:00;;;
448;Некотировальная часть Списка;Rent-A-Center, Inc.;;Акции;Акции иностранного эмитента обыкновенные;RCII;US76009N1000;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
449;Некотировальная часть Списка;Phathom Pharmaceuticals, Inc.;;Акции;Акции иностранного эмитента обыкновенные;PHAT;US71722W1071;;;0,000100000000000000;USD;16.07.2020 0:00:00;;;
450;Некотировальная часть Списка;Allegiance Bancshares, Inc.;;Акции;Акции иностранного эмитента обыкновенные;ABTX;US01748H1077;;;1,000000000000000000;USD;16.07.2020 0:00:00;;;
451;Некотировальная часть Списка;ZoomInfo Technologies Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;ZI;US98980F1049;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
452;Некотировальная часть Списка;South Jersey Industries, Inc.;;Акции;Акции иностранного эмитента обыкновенные;SJI;US8385181081;;;1,250000000000000000;USD;16.07.2020 0:00:00;;;
453;Некотировальная часть Списка;Otter Tail Corporation;;Акции;Акции иностранного эмитента обыкновенные;OTTR;US6896481032;;;5,000000000000000000;USD;16.07.2020 0:00:00;;;
454;Некотировальная часть Списка;Ally Financial Inc.;;Акции;Акции иностранного эмитента обыкновенные;ALLY;US02005N1000;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
455;Некотировальная часть Списка;1st Source Corporation;;Акции;Акции иностранного эмитента обыкновенные;SRCE;US3369011032;;;;;16.07.2020 0:00:00;;;
456;Некотировальная часть Списка;Louisiana-Pacific Corporation;;Акции;Акции иностранного эмитента обыкновенные;LPX;US5463471053;;;1,000000000000000000;USD;16.07.2020 0:00:00;;;
457;Некотировальная часть Списка;STAG Industrial, Inc.;;Акции;Акции иностранного эмитента обыкновенные;STAG;US85254J1025;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
458;Некотировальная часть Списка;Fidelity National Financial, Inc.;;Акции;Акции иностранного эмитента обыкновенные;FNF;US31620R3030;;;0,000100000000000000;USD;16.07.2020 0:00:00;;;
459;Некотировальная часть Списка;Artivion, Inc.;;Акции;Акции иностранного эмитента обыкновенные;AORT;US2289031005;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
460;Некотировальная часть Списка;Alector, Inc.;;Акции;Акции иностранного эмитента обыкновенные;ALEC;US0144421072;;;0,000100000000000000;USD;16.07.2020 0:00:00;;;
461;Некотировальная часть Списка;TriCo Bancshares;;Акции;Акции иностранного эмитента обыкновенные;TCBK;US8960951064;;;;;16.07.2020 0:00:00;;;
462;Некотировальная часть Списка;Duke Realty Corporation;;Акции;Акции иностранного эмитента обыкновенные;DRE;US2644115055;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
463;Некотировальная часть Списка;PNM Resources, Inc.;;Акции;Акции иностранного эмитента обыкновенные;PNM;US69349H1077;;;;;16.07.2020 0:00:00;;;
464;Некотировальная часть Списка;Kforce Inc.;;Акции;Акции иностранного эмитента обыкновенные;KFRC;US4937321010;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
465;Некотировальная часть Списка;Nikola Corporation;;Акции;Акции иностранного эмитента обыкновенные;NKLA;US6541101050;;;0,000100000000000000;USD;16.07.2020 0:00:00;;;
466;Некотировальная часть Списка;StoneX Group Inc.;;Акции;Акции иностранного эмитента обыкновенные;SNEX;US8618961085;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
467;Некотировальная часть Списка;Janus Henderson Group plc;;Акции;Акции иностранного эмитента обыкновенные;JHG;JE00BYPZJM29;;;1,500000000000000000;USD;16.07.2020 0:00:00;;;
468;Некотировальная часть Списка;Lakeland Financial Corporation;;Акции;Акции иностранного эмитента обыкновенные;LKFN;US5116561003;;;;;16.07.2020 0:00:00;;;
469;Некотировальная часть Списка;CVR Energy, Inc.;;Акции;Акции иностранного эмитента обыкновенные;CVI;US12662P1084;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
470;Некотировальная часть Списка;Commercial Metals Company;;Акции;Акции иностранного эмитента обыкновенные;CMC;US2017231034;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
471;Некотировальная часть Списка;IAA, Inc.;;Акции;Акции иностранного эмитента обыкновенные;IAA;US4492531037;;;0,010000000000000000;USD;16.07.2020 0:00:00;;;
