Row;s_level_name;e_full_name;e_INN_code;s_sec_type_name_dop;s_sec_form_name_full;s_RTS_code;s_ISIN_code;si_gos_reg_num;si_gos_reg_date;s_face_value;s_face_value_currency;s_quot_list_in_date;s_segment;s_date_defolt;s_date_technic_defolt
1;Некотировальная часть Списка;HF Sinclair Corporation;;Акции;Акции иностранного эмитента обыкновенные;DINO;US4039491000;;;0,010000000000000000;USD;04.04.2022 0:00:00;;;
2;Некотировальная часть Списка;BellRing Brands, Inc.;;Акции;Акции иностранного эмитента обыкновенные;BRBR;US07831C1036;;;0,010000000000000000;USD;24.03.2022 0:00:00;;;
3;Некотировальная часть Списка;ZimVie Inc.;;Акции;Акции иностранного эмитента обыкновенные;ZIMV;US98888T1079;;;0,010000000000000000;USD;15.03.2022 0:00:00;;;
4;Котировальный список второго уровня;Общество с ограниченной ответственностью "Славянск ЭКО";2370000496;Облигации;Облигации биржевые;SVEC1P1;RU000A103WB0;4B02-01-00039-L-001P;30.09.2021 0:00:00;1000,000000000000000000;RUB;04.03.2022 0:00:00;;;
5;Некотировальная часть Списка;The Republic of Turkey;;Облигации;Облигации иностранного эмитента;TRY0330;US900123CY43;;;1000,000000000000000000;USD;14.02.2022 0:00:00;;;
6;Некотировальная часть Списка;The Republic of Belarus;;Облигации;Облигации иностранного эмитента;BEL0231;XS2120882183;;;1000,000000000000000000;USD;14.02.2022 0:00:00;;;
7;Некотировальная часть Списка;The Republic of Belarus;;Облигации;Облигации иностранного эмитента;BEL0226;XS2120091991;;;1000,000000000000000000;USD;14.02.2022 0:00:00;;;
8;Некотировальная часть Списка;The Republic of Belarus;;Облигации;Облигации иностранного эмитента;BEL0230;XS1760804184;;;1000,000000000000000000;USD;14.02.2022 0:00:00;;;
9;Некотировальная часть Списка;The Republic of Turkey;;Облигации;Облигации иностранного эмитента;TRY0327;US900123CL22;;;1000,000000000000000000;USD;14.02.2022 0:00:00;;;
10;Некотировальная часть Списка;MMC Finance Designated Activity Company;;Облигации;Облигации иностранного эмитента;GMKN0423;XS1589324075;;;1000,000000000000000000;USD;14.02.2022 0:00:00;;;
11;Некотировальная часть Списка;Orion Office REIT Inc.;;Акции;Акции иностранного инвестиционного фонда;ONL;US68629Y1038;;;0,001000000000000000;USD;08.02.2022 0:00:00;;;
12;Некотировальная часть Списка;Публичное акционерное общество Группа компаний "Сегежа";9703024202;Облигации;Облигации биржевые;SEGE2P3R;RU000A104FG2;4B02-03-87154-H-002P;21.01.2022 0:00:00;1000,000000000000000000;RUB;07.02.2022 0:00:00;;;
13;Некотировальная часть Списка;SL Green Realty Corp.;;Акции;Акции иностранного инвестиционного фонда;SLG;US78440X8873;;;0,010000000000000000;USD;03.02.2022 0:00:00;;;
14;Некотировальная часть Списка;JPMorgan Chase Bank, N.A.;;Депозитарные расписки;Депозитарные расписки JPMorgan Chase Bank, N.A., удостоверяющие права в отношении обыкновенных акций  Shell plc;SHEL;US7802593050;;;;;31.01.2022 0:00:00;;;
15;Некотировальная часть Списка;Constellation Energy Corporation;;Акции;Акции иностранного эмитента обыкновенные;CEG;US21037T1097;;;;;31.01.2022 0:00:00;;;
16;Некотировальная часть Списка;nCino, Inc.;;Акции;Акции иностранного эмитента обыкновенные;NCNO;US63947X1019;;;0,000500000000000000;USD;17.01.2022 0:00:00;;;
17;Некотировальная часть Списка;TPG Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;TPG;US8726571016;;;0,001000000000000000;USD;13.01.2022 0:00:00;;;
18;Некотировальная часть Списка;New Duke Holdco, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;DKNGnew;US26142V1052;;;0,000100000000000000;USD;31.12.2021 0:00:00;;;
19;Некотировальная часть Списка;FirstCash Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;FCFS;US33768G1076;;;0,010000000000000000;USD;23.12.2021 0:00:00;;;
20;Некотировальная часть Списка;Penn National Gaming, Inc.;;Акции;Акции иностранного эмитента обыкновенные;PENN;US7075691094;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
21;Некотировальная часть Списка;Avaya Holdings Corp.;;Акции;Акции иностранного эмитента обыкновенные;AVYA;US05351X1019;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
22;Некотировальная часть Списка;TC Energy Corporation;;Акции;Акции иностранного эмитента обыкновенные;TRP;CA87807B1076;;;;;15.12.2021 0:00:00;;;
23;Некотировальная часть Списка;Caesars Entertainment, Inc.;;Акции;Акции иностранного эмитента обыкновенные;CZR;US12769G1004;;;0,000010000000000000;USD;15.12.2021 0:00:00;;;
24;Некотировальная часть Списка;Bumble Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;BMBL;US12047B1052;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
25;Некотировальная часть Списка;Bakkt Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;BKKT;US05759B1070;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
26;Некотировальная часть Списка;Coherus BioSciences, Inc.;;Акции;Акции иностранного эмитента обыкновенные;CHRS;US19249H1032;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
27;Некотировальная часть Списка;Fiverr International Ltd.;;Акции;Акции иностранного эмитента обыкновенные;FVRR;IL0011582033;;;;;15.12.2021 0:00:00;;;
28;Некотировальная часть Списка;Texas Pacific Land Corporation;;Акции;Акции иностранного эмитента обыкновенные;TPL;US88262P1021;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
29;Некотировальная часть Списка;NiSource Inc.;;Акции;Акции иностранного эмитента обыкновенные;NI;US65473P1057;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
30;Некотировальная часть Списка;Duolingo, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;DUOL;US26603R1068;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
31;Некотировальная часть Списка;Celsius Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;CELH;US15118V2079;;;0,001000000000000000;USD;15.12.2021 0:00:00;;;
32;Некотировальная часть Списка;Alcon Inc.;;Акции;Акции иностранного эмитента обыкновенные;ALC;CH0432492467;;;0,040000000000000000;CHF;15.12.2021 0:00:00;;;
33;Некотировальная часть Списка;Antero Midstream Corporation;;Акции;Акции иностранного эмитента обыкновенные;AM;US03676B1026;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
34;Некотировальная часть Списка;Arch Resources, Inc.;;Акции;Акции иностранного эмитента обыкновенные;ARCH;US03940R1077;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
35;Некотировальная часть Списка;First American Financial Corporation;;Акции;Акции иностранного эмитента обыкновенные;FAF;US31847R1023;;;0,000010000000000000;USD;15.12.2021 0:00:00;;;
36;Некотировальная часть Списка;Walker & Dunlop, Inc.;;Акции;Акции иностранного эмитента обыкновенные;WD;US93148P1021;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
37;Некотировальная часть Списка;Atmos Energy Corporation;;Акции;Акции иностранного эмитента обыкновенные;ATO;US0495601058;;;;;15.12.2021 0:00:00;;;
38;Некотировальная часть Списка;White Mountains Insurance Group, Ltd.;;Акции;Акции иностранного эмитента обыкновенные;WTM;BMG9618E1075;;;1,000000000000000000;USD;15.12.2021 0:00:00;;;
39;Некотировальная часть Списка;Cerevel Therapeutics Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;CERE;US15678U1280;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
40;Некотировальная часть Списка;Manulife Financial Corporation;;Акции;Акции иностранного эмитента обыкновенные;MFC;CA56501R1064;;;;;15.12.2021 0:00:00;;;
41;Некотировальная часть Списка;Ceridian HCM Holding Inc.;;Акции;Акции иностранного эмитента обыкновенные;CDAY;US15677J1088;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
42;Некотировальная часть Списка;The Joint Corp.;;Акции;Акции иностранного эмитента обыкновенные;JYNT;US47973J1025;;;0,001000000000000000;USD;15.12.2021 0:00:00;;;
43;Некотировальная часть Списка;GoPro, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;GPRO;US38268T1034;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
44;Некотировальная часть Списка;GrafTech International Ltd.;;Акции;Акции иностранного эмитента обыкновенные;EAF;US3843135084;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
45;Некотировальная часть Списка;First Majestic Silver Corp.;;Акции;Акции иностранного эмитента обыкновенные;AG;CA32076V1031;;;;;15.12.2021 0:00:00;;;
46;Некотировальная часть Списка;Seaboard Corporation;;Акции;Акции иностранного эмитента обыкновенные;SEB;US8115431079;;;1,000000000000000000;USD;15.12.2021 0:00:00;;;
47;Некотировальная часть Списка;Mr. Cooper Group Inc.;;Акции;Акции иностранного эмитента обыкновенные;COOP;US62482R1077;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
48;Некотировальная часть Списка;Camping World Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;CWH;US13462K1097;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
49;Некотировальная часть Списка;The Toronto-Dominion Bank;;Акции;Акции иностранного эмитента обыкновенные;TD;CA8911605092;;;;;15.12.2021 0:00:00;;;
50;Некотировальная часть Списка;Canadian Imperial Bank of Commerce;;Акции;Акции иностранного эмитента обыкновенные;CM;CA1360691010;;;;;15.12.2021 0:00:00;;;
51;Некотировальная часть Списка;Canadian Pacific Railway Limited;;Акции;Акции иностранного эмитента обыкновенные;CP;CA13645T1003;;;;;15.12.2021 0:00:00;;;
52;Некотировальная часть Списка;Keros Therapeutics, Inc.;;Акции;Акции иностранного эмитента обыкновенные;KROS;US4923271013;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
53;Некотировальная часть Списка;Encompass Health Corporation;;Акции;Акции иностранного эмитента обыкновенные;EHC;US29261A1007;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
54;Некотировальная часть Списка;Douglas Emmett, Inc.;;Акции;Акции иностранного эмитента обыкновенные;DEI;US25960P1093;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
55;Некотировальная часть Списка;Rexford Industrial Realty, Inc.;;Акции;Акции иностранного эмитента обыкновенные;REXR;US76169C1009;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
56;Некотировальная часть Списка;Backblaze, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;BLZE;US05637B1052;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
57;Некотировальная часть Списка;Bank of Montreal;;Акции;Акции иностранного эмитента обыкновенные;BMO;CA0636711016;;;;;15.12.2021 0:00:00;;;
58;Некотировальная часть Списка;KBR, Inc.;;Акции;Акции иностранного эмитента обыкновенные;KBR;US48242W1062;;;0,001000000000000000;USD;15.12.2021 0:00:00;;;
59;Некотировальная часть Списка;American Electric Power Company, Inc.;;Акции;Акции иностранного эмитента обыкновенные;AEP;US0255371017;;;6,500000000000000000;USD;15.12.2021 0:00:00;;;
60;Некотировальная часть Списка;Rocket Lab USA, Inc.;;Акции;Акции иностранного эмитента обыкновенные;RKLB;US7731221062;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
61;Некотировальная часть Списка;Xometry, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;XMTR;US98423F1093;;;0,000001000000000000;USD;15.12.2021 0:00:00;;;
62;Некотировальная часть Списка;Pembina Pipeline Corporation;;Акции;Акции иностранного эмитента обыкновенные;PBA;CA7063271034;;;;;15.12.2021 0:00:00;;;
63;Некотировальная часть Списка;PubMatic, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;PUBM;US74467Q1031;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
64;Некотировальная часть Списка;Lucid Group, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;LCID;US5494981039;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
65;Некотировальная часть Списка;Sun Life Financial Inc.;;Акции;Акции иностранного эмитента обыкновенные;SLF;CA8667961053;;;;;15.12.2021 0:00:00;;;
66;Некотировальная часть Списка;Owens & Minor, Inc.;;Акции;Акции иностранного эмитента обыкновенные;OMI;US6907321029;;;2,000000000000000000;USD;15.12.2021 0:00:00;;;
67;Некотировальная часть Списка;HCI Group, Inc.;;Акции;Акции иностранного эмитента обыкновенные;HCI;US40416E1038;;;;;15.12.2021 0:00:00;;;
68;Некотировальная часть Списка;Lithium Americas Corp.;;Акции;Акции иностранного эмитента обыкновенные;LAC;CA53680Q2071;;;;;15.12.2021 0:00:00;;;
69;Некотировальная часть Списка;Sun Communities, Inc.;;Акции;Акции иностранного эмитента обыкновенные;SUI;US8666741041;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
70;Некотировальная часть Списка;Canadian Natural Resources Limited;;Акции;Акции иностранного эмитента обыкновенные;CNQ;CA1363851017;;;;;15.12.2021 0:00:00;;;
71;Некотировальная часть Списка;FuelCell Energy, Inc.;;Акции;Акции иностранного эмитента обыкновенные;FCEL;US35952H6018;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
72;Некотировальная часть Списка;SeaWorld Entertainment, Inc.;;Акции;Акции иностранного эмитента обыкновенные;SEAS;US81282V1008;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
73;Некотировальная часть Списка;Vishay Intertechnology, Inc.;;Акции;Акции иностранного эмитента обыкновенные;VSH;US9282981086;;;0,100000000000000000;USD;15.12.2021 0:00:00;;;
74;Некотировальная часть Списка;Array Technologies, Inc.;;Акции;Акции иностранного эмитента обыкновенные;ARRY;US04271T1007;;;0,001000000000000000;USD;15.12.2021 0:00:00;;;
75;Некотировальная часть Списка;Lincoln National Corporation;;Акции;Акции иностранного эмитента обыкновенные;LNC;US5341871094;;;;;15.12.2021 0:00:00;;;
76;Некотировальная часть Списка;Helen of Troy Limited;;Акции;Акции иностранного эмитента обыкновенные;HELE;BMG4388N1065;;;0,100000000000000000;USD;15.12.2021 0:00:00;;;
77;Некотировальная часть Списка;Canadian Solar Inc.;;Акции;Акции иностранного эмитента обыкновенные;CSIQ;CA1366351098;;;;;15.12.2021 0:00:00;;;
78;Некотировальная часть Списка;Sangamo Therapeutics, Inc.;;Акции;Акции иностранного эмитента обыкновенные;SGMO;US8006771062;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
79;Некотировальная часть Списка;Shift4 Payments, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;FOUR;US82452J1097;;;0,000100000000000000;USD;15.12.2021 0:00:00;;;
80;Некотировальная часть Списка;Dutch Bros Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;BROS;US26701L1008;;;0,000010000000000000;USD;15.12.2021 0:00:00;;;
81;Некотировальная часть Списка;Viavi Solutions Inc.;;Акции;Акции иностранного эмитента обыкновенные;VIAV;US9255501051;;;0,001000000000000000;USD;15.12.2021 0:00:00;;;
82;Некотировальная часть Списка;Liberty Media Corporation;;Акции;Акции иностранного эмитента обыкновенные серии C;FWONK;US5312298541;;;;;15.12.2021 0:00:00;;;
83;Некотировальная часть Списка;Elastic N.V.;;Акции;Акции иностранного эмитента обыкновенные;ESTC;NL0013056914;;;0,010000000000000000;EUR;15.12.2021 0:00:00;;;
84;Некотировальная часть Списка;The Carlyle Group Inc.;;Акции;Акции иностранного эмитента обыкновенные;CG;US14316J1088;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
85;Некотировальная часть Списка;Restaurant Brands International Limited Partnership;;Акции;Акции иностранного эмитента обыкновенные;QSR;CA76131D1033;;;;;15.12.2021 0:00:00;;;
86;Некотировальная часть Списка;Enstar Group Limited;;Акции;Акции иностранного эмитента обыкновенные;ESGR;BMG3075P1014;;;1,000000000000000000;USD;15.12.2021 0:00:00;;;
87;Некотировальная часть Списка;Equitable Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;EQH;US29452E1010;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
88;Некотировальная часть Списка;Callaway Golf Company;;Акции;Акции иностранного эмитента обыкновенные;ELY;US1311931042;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
89;Некотировальная часть Списка;Biohaven Pharmaceutical Holding Company Ltd.;;Акции;Акции иностранного эмитента обыкновенные;BHVN;VGG111961055;;;;;15.12.2021 0:00:00;;;
90;Некотировальная часть Списка;SMART Global Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;SGH;KYG8232Y1017;;;0,030000000000000000;USD;15.12.2021 0:00:00;;;
91;Некотировальная часть Списка;National Storage Affiliates Trust;;Акции;Акции иностранного эмитента обыкновенные;NSA;US6378701063;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
92;Некотировальная часть Списка;Replimune Group, Inc.;;Акции;Акции иностранного эмитента обыкновенные;REPL;US76029N1063;;;0,001000000000000000;USD;15.12.2021 0:00:00;;;
93;Некотировальная часть Списка;Arbor Realty Trust, Inc.;;Акции;Акции иностранного эмитента обыкновенные;ABR;US0389231087;;;0,010000000000000000;USD;15.12.2021 0:00:00;;;
94;Некотировальная часть Списка;Публичное акционерное общество Группа компаний "Сегежа";9703024202;Облигации;Облигации биржевые;SEGE2P1R;RU000A1041B2;4B02-01-87154-H-002P;12.11.2021 0:00:00;1000,000000000000000000;RUB;09.12.2021 0:00:00;;;
95;Некотировальная часть Списка;Nu Holdings Ltd.;;Акции;Акции иностранного эмитента обыкновенные класса A;NU;KYG6683N1034;;;0,000006666666667000;USD;08.12.2021 0:00:00;;;
96;Некотировальная часть Списка;Yandex N.V.;;Акции;Акции иностранного эмитента обыкновенные класса A;YNDX;NL0009805522;;;0,010000000000000000;EUR;06.12.2021 0:00:00;;;
97;Некотировальная часть Списка;Citibank, N.A.;;Депозитарные расписки;Депозитарные расписки Citibank, N.A., удостоверяющие права в отношении обыкновенных акций  SK Telecom Co., Ltd.;SKM;US78440P3064;;;;;06.12.2021 0:00:00;;;
98;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций  Softline Holding PLC;SFTL@GS;US83407L2079;;;;;29.11.2021 0:00:00;;;
99;Некотировальная часть Списка;The Bank of New York Mellon;;Депозитарные расписки;Депозитарные расписки The Bank of New York Mellon, удостоверяющие права в отношении обыкновенных акций Cian PLC;CIAN;US83418T1088;;;;;29.11.2021 0:00:00;;;
100;Некотировальная часть Списка;Rivian Automotive, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;RIVN;US76954A1034;;;0,001000000000000000;USD;15.11.2021 0:00:00;;;
101;Некотировальная часть Списка;Loyalty Ventures Inc.;;Акции;Акции иностранного эмитента обыкновенные;LYLT;US54911Q1076;;;0,010000000000000000;USD;10.11.2021 0:00:00;;;
102;Некотировальная часть Списка;2seventy bio, Inc.;;Акции;Акции иностранного эмитента обыкновенные;TSVT;US9013841070;;;0,000100000000000000;USD;10.11.2021 0:00:00;;;
103;Некотировальная часть Списка;Kyndryl Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;KD;US50155Q1004;;;0,010000000000000000;USD;10.11.2021 0:00:00;;;
104;Некотировальная часть Списка;Lightspeed Commerce Inc.;;Акции;Акции иностранного эмитента обыкновенные;LSPD;CA53229C1077;;;;;20.10.2021 0:00:00;;;
105;Некотировальная часть Списка;Huntsman Corporation;;Акции;Акции иностранного эмитента обыкновенные;HUN;US4470111075;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
106;Некотировальная часть Списка;Stem, Inc.;;Акции;Акции иностранного эмитента обыкновенные;STEM;US85859N1028;;;0,000100000000000000;USD;20.10.2021 0:00:00;;;
107;Некотировальная часть Списка;CubeSmart;;Акции;Акции иностранного эмитента обыкновенные;CUBE;US2296631094;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
108;Некотировальная часть Списка;Envista Holdings Corporation;;Акции;Акции иностранного эмитента обыкновенные;NVST;US29415F1049;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
109;Некотировальная часть Списка;Aurinia Pharmaceuticals Inc.;;Акции;Акции иностранного эмитента обыкновенные;AUPH;CA05156V1022;;;;;20.10.2021 0:00:00;;;
110;Некотировальная часть Списка;Mimecast Limited;;Акции;Акции иностранного эмитента обыкновенные;MIME;GB00BYT5JK65;;;0,012000000000000000;USD;20.10.2021 0:00:00;;;
111;Некотировальная часть Списка;Riot Blockchain, Inc.;;Акции;Акции иностранного эмитента обыкновенные;RIOT;US7672921050;;;;;20.10.2021 0:00:00;;;
112;Некотировальная часть Списка;Marathon Digital Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;MARA;US5657881067;;;0,000100000000000000;USD;20.10.2021 0:00:00;;;
113;Некотировальная часть Списка;Life Storage, Inc.;;Акции;Акции иностранного эмитента обыкновенные;LSI;US53223X1072;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
114;Некотировальная часть Списка;First Industrial Realty Trust, Inc.;;Акции;Акции иностранного эмитента обыкновенные;FR;US32054K1034;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
115;Некотировальная часть Списка;CyberArk Software Ltd.;;Акции;Акции иностранного эмитента обыкновенные;CYBR;IL0011334468;;;0,010000000000000000;ILS;20.10.2021 0:00:00;;;
116;Некотировальная часть Списка;SelectQuote, Inc.;;Акции;Акции иностранного эмитента обыкновенные;SLQT;US8163073005;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
117;Некотировальная часть Списка;Vistra Corp.;;Акции;Акции иностранного эмитента обыкновенные;VST;US92840M1027;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
118;Некотировальная часть Списка;Inovio Pharmaceuticals, Inc.;;Акции;Акции иностранного эмитента обыкновенные;INO;US45773H2013;;;0,001000000000000000;USD;20.10.2021 0:00:00;;;
119;Некотировальная часть Списка;New York Community Bancorp, Inc.;;Акции;Акции иностранного эмитента обыкновенные;NYCB;US6494451031;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
120;Некотировальная часть Списка;Arrival;;Акции;Акции иностранного эмитента обыкновенные;ARVL;LU2314763264;;;0,100000000000000000;EUR;20.10.2021 0:00:00;;;
121;Некотировальная часть Списка;XPEL, Inc.;;Акции;Акции иностранного эмитента обыкновенные;XPEL;US98379L1008;;;0,001000000000000000;USD;20.10.2021 0:00:00;;;
122;Некотировальная часть Списка;AGNC Investment Corp.;;Акции;Акции иностранного эмитента обыкновенные;AGNC;US00123Q1040;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
123;Некотировальная часть Списка;TaskUs, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;TASK;US87652V1098;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
124;Некотировальная часть Списка;Fulcrum Therapeutics, Inc.;;Акции;Акции иностранного эмитента обыкновенные;FULC;US3596161097;;;0,001000000000000000;USD;20.10.2021 0:00:00;;;
125;Некотировальная часть Списка;Skyline Champion Corporation;;Акции;Акции иностранного эмитента обыкновенные;SKY;US8308301055;;;0,027700000000000000;USD;20.10.2021 0:00:00;;;
126;Некотировальная часть Списка;QIAGEN N.V. ;;Акции;Акции иностранного эмитента обыкновенные;QGEN;NL0012169213;;;0,010000000000000000;EUR;20.10.2021 0:00:00;;;
127;Некотировальная часть Списка;Berkeley Lights, Inc.;;Акции;Акции иностранного эмитента обыкновенные;BLI;US0843101017;;;0,000050000000000000;USD;20.10.2021 0:00:00;;;
128;Некотировальная часть Списка;Fulgent Genetics, Inc.;;Акции;Акции иностранного эмитента обыкновенные;FLGT;US3596641098;;;0,000100000000000000;USD;20.10.2021 0:00:00;;;
129;Некотировальная часть Списка;Atea Pharmaceuticals, Inc.;;Акции;Акции иностранного эмитента обыкновенные;AVIR;US04683R1068;;;0,001000000000000000;USD;20.10.2021 0:00:00;;;
130;Некотировальная часть Списка;eXp World Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;EXPI;US30212W1009;;;0,000010000000000000;USD;20.10.2021 0:00:00;;;
131;Некотировальная часть Списка;Danimer Scientific, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;DNMR;US2362721001;;;0,000100000000000000;USD;20.10.2021 0:00:00;;;
132;Некотировальная часть Списка;Confluent, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;CFLT;US20717M1036;;;0,000010000000000000;USD;20.10.2021 0:00:00;;;
133;Некотировальная часть Списка;3D Systems Corporation;;Акции;Акции иностранного эмитента обыкновенные;DDD;US88554D2053;;;0,001000000000000000;USD;20.10.2021 0:00:00;;;
134;Некотировальная часть Списка;ZIM Integrated Shipping Services Ltd.;;Акции;Акции иностранного эмитента обыкновенные;ZIM;IL0065100930;;;;;20.10.2021 0:00:00;;;
135;Некотировальная часть Списка;Arch Capital Group Ltd.;;Акции;Акции иностранного эмитента обыкновенные;ACGL;BMG0450A1053;;;0,001100000000000000;USD;20.10.2021 0:00:00;;;
136;Некотировальная часть Списка;Asana, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;ASAN;US04342Y1047;;;0,000010000000000000;USD;20.10.2021 0:00:00;;;
137;Некотировальная часть Списка;Starwood Property Trust, Inc.;;Акции;Акции иностранного эмитента обыкновенные;STWD;US85571B1052;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
138;Некотировальная часть Списка;American Homes 4 Rent;;Акции;Акции иностранного эмитента обыкновенные класса A;AMH;US02665T3068;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
139;Некотировальная часть Списка;Desktop Metal, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;DM;US25058X1054;;;0,000100000000000000;USD;20.10.2021 0:00:00;;;
140;Некотировальная часть Списка;Wix.com Ltd.;;Акции;Акции иностранного эмитента обыкновенные;WIX;IL0011301780;;;0,010000000000000000;ILS;20.10.2021 0:00:00;;;
141;Некотировальная часть Списка;Voya Financial, Inc.;;Акции;Акции иностранного эмитента обыкновенные;VOYA;US9290891004;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
142;Некотировальная часть Списка;Vertiv Holdings Co;;Акции;Акции иностранного эмитента обыкновенные класса A;VRT;US92537N1081;;;0,000100000000000000;USD;20.10.2021 0:00:00;;;
143;Некотировальная часть Списка;Medical Properties Trust, Inc.;;Акции;Акции иностранного эмитента обыкновенные;MPW;US58463J3041;;;0,001000000000000000;USD;20.10.2021 0:00:00;;;
144;Некотировальная часть Списка;Maravai LifeSciences Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные класса A;MRVI;US56600D1072;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
145;Некотировальная часть Списка;1Life Healthcare, Inc.;;Акции;Акции иностранного эмитента обыкновенные;ONEM;US68269G1076;;;0,001000000000000000;USD;20.10.2021 0:00:00;;;
146;Некотировальная часть Списка;Upstart Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;UPST;US91680M1071;;;0,000100000000000000;USD;20.10.2021 0:00:00;;;
147;Некотировальная часть Списка;OneMain Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;OMF;US68268W1036;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
148;Некотировальная часть Списка;Genpact Limited;;Акции;Акции иностранного эмитента обыкновенные;G;BMG3922B1072;;;0,010000000000000000;USD;20.10.2021 0:00:00;;;
149;Некотировальная часть Списка;Ambarella, Inc.;;Акции;Акции иностранного эмитента обыкновенные;AMBA;KYG037AX1015;;;0,000450000000000000;USD;20.10.2021 0:00:00;;;
150;Некотировальная часть Списка;DigitalOcean Holdings, Inc.;;Акции;Акции иностранного эмитента обыкновенные;DOCN;US25402D1028;;;0,000025000000000000;USD;20.10.2021 0:00:00;;;
151;Некотировальная часть Списка;Targa Resources Corp.;;Акции;Акции иностранного эмитента обыкновенные;TRGP;US87612G1013;;;0,001000000000000000;USD;20.10.2021 0:00:00;;;
